,detection_strategy,detection_feature,detection_results,ground_truth,f1,delay,log_path,padrao_mudanca,tipo_mudanca,perspectiva,log_size,window_size_mode,window_size,window_ref_mode,overlap,sliding_step,margin_error,margin_error_corrected
206,threshold_strategy,cramersv_frequency,"[20, 42]","[21, 42]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_pm.csv,pm,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
207,time_series_strategy,cpd_average_time_delta,"[20, 25, 42]","[21, 42]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_pm.csv,pm,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
208,time_series_strategy,cpd_time_std_delta,"[20, 25, 42]","[21, 42]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_pm.csv,pm,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
209,threshold_strategy,gtest_frequency,"[20, 42]","[21, 42]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_pm.csv,pm,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
210,time_series_strategy,cpd_frequency_delta,"[12, 22, 29, 45]","[22, 45]",0.5,5.67,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_RIO.csv,RIO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
211,time_series_strategy,cpd_prob_freq_delta,"[23, 45]","[22, 45]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_RIO.csv,RIO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
212,time_series_strategy,cramersv_frequency,"[22, 45]","[22, 45]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_RIO.csv,RIO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
213,threshold_strategy,cramersv_frequency,"[21, 45]","[22, 45]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_RIO.csv,RIO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
214,time_series_strategy,cpd_average_time_delta,"[20, 25, 45]","[22, 45]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_RIO.csv,RIO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
215,time_series_strategy,cpd_time_std_delta,"[21, 34, 40, 45]","[22, 45]",0.5,10.33,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_RIO.csv,RIO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
216,threshold_strategy,gtest_frequency,"[21, 45]","[22, 45]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_RIO.csv,RIO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
217,time_series_strategy,cpd_frequency_delta,"[22, 27, 33, 43]","[21, 43]",0.5,6.33,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_rp.csv,rp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
218,time_series_strategy,cpd_prob_freq_delta,"[24, 43]","[21, 43]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_rp.csv,rp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
219,time_series_strategy,cramersv_frequency,"[24, 43]","[21, 43]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_rp.csv,rp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
220,threshold_strategy,cramersv_frequency,"[21, 43]","[21, 43]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_rp.csv,rp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
221,time_series_strategy,cpd_average_time_delta,"[21, 26, 43]","[21, 43]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_rp.csv,rp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
222,time_series_strategy,cpd_time_std_delta,"[21, 26, 43]","[21, 43]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_rp.csv,rp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
223,threshold_strategy,gtest_frequency,"[22, 43]","[21, 43]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_rp.csv,rp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
224,time_series_strategy,cpd_frequency_delta,"[24, 43]","[21, 43]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_sw.csv,sw,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
225,time_series_strategy,cpd_prob_freq_delta,"[25, 43]","[21, 43]",1.0,4.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_sw.csv,sw,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
226,time_series_strategy,cramersv_frequency,"[24, 43]","[21, 43]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_sw.csv,sw,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
227,threshold_strategy,cramersv_frequency,"[21, 43]","[21, 43]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_sw.csv,sw,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
228,time_series_strategy,cpd_average_time_delta,"[21, 26, 43]","[21, 43]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_sw.csv,sw,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
229,time_series_strategy,cpd_time_std_delta,"[21, 26, 43]","[21, 43]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_sw.csv,sw,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
230,threshold_strategy,gtest_frequency,"[22, 43]","[21, 43]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_sw.csv,sw,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
231,time_series_strategy,cpd_frequency_delta,"[11, 19]","[9, 19]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_cd.csv,cd,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
232,time_series_strategy,cpd_prob_freq_delta,"[12, 19]","[9, 19]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_cd.csv,cd,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
233,time_series_strategy,cramersv_frequency,"[10, 19]","[9, 19]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_cd.csv,cd,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
234,threshold_strategy,cramersv_frequency,"[7, 19]","[9, 19]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_cd.csv,cd,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
235,time_series_strategy,cpd_average_time_delta,"[8, 13, 19]","[9, 19]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_cd.csv,cd,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
236,time_series_strategy,cpd_time_std_delta,"[8, 13, 19]","[9, 19]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_cd.csv,cd,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
237,threshold_strategy,gtest_frequency,"[8, 19]","[9, 19]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_cd.csv,cd,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
238,time_series_strategy,cpd_frequency_delta,"[11, 21]","[10, 21]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_cf.csv,cf,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
239,time_series_strategy,cpd_prob_freq_delta,"[12, 21]","[10, 21]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_cf.csv,cf,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
240,time_series_strategy,cramersv_frequency,"[11, 21]","[10, 21]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_cf.csv,cf,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
241,threshold_strategy,cramersv_frequency,"[8, 21]","[10, 21]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_cf.csv,cf,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
242,time_series_strategy,cpd_average_time_delta,"[9, 14, 21]","[10, 21]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_cf.csv,cf,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
243,time_series_strategy,cpd_time_std_delta,"[9, 14, 21]","[10, 21]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_cf.csv,cf,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
244,threshold_strategy,gtest_frequency,"[8, 21]","[10, 21]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_cf.csv,cf,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
245,time_series_strategy,cpd_frequency_delta,"[11, 20]","[10, 20]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_cp.csv,cp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
246,time_series_strategy,cpd_prob_freq_delta,"[12, 20]","[10, 20]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_cp.csv,cp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
247,time_series_strategy,cramersv_frequency,"[11, 20]","[10, 20]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_cp.csv,cp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
248,threshold_strategy,cramersv_frequency,"[9, 20]","[10, 20]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_cp.csv,cp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
249,time_series_strategy,cpd_average_time_delta,"[9, 14, 20]","[10, 20]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_cp.csv,cp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
250,time_series_strategy,cpd_time_std_delta,"[9, 14, 20]","[10, 20]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_cp.csv,cp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
251,threshold_strategy,gtest_frequency,"[9, 20]","[10, 20]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_cp.csv,cp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
252,time_series_strategy,cpd_frequency_delta,"[11, 20]","[10, 20]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_IOR.csv,IOR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
253,time_series_strategy,cpd_prob_freq_delta,"[12, 20]","[10, 20]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_IOR.csv,IOR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
254,time_series_strategy,cramersv_frequency,"[11, 20]","[10, 20]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_IOR.csv,IOR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
255,threshold_strategy,cramersv_frequency,"[8, 20]","[10, 20]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_IOR.csv,IOR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
256,time_series_strategy,cpd_average_time_delta,"[8, 13, 20]","[10, 20]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_IOR.csv,IOR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
257,time_series_strategy,cpd_time_std_delta,"[8, 13, 20]","[10, 20]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_IOR.csv,IOR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
258,threshold_strategy,gtest_frequency,"[8, 20]","[10, 20]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_IOR.csv,IOR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
259,time_series_strategy,cpd_frequency_delta,"[10, 15, 21]","[10, 21]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_IRO.csv,IRO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
260,time_series_strategy,cpd_prob_freq_delta,"[12, 21]","[10, 21]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_IRO.csv,IRO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
261,time_series_strategy,cramersv_frequency,"[11, 21]","[10, 21]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_IRO.csv,IRO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
262,threshold_strategy,cramersv_frequency,"[8, 21]","[10, 21]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_IRO.csv,IRO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
263,time_series_strategy,cpd_average_time_delta,"[8, 13, 21]","[10, 21]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_IRO.csv,IRO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
264,time_series_strategy,cpd_time_std_delta,"[8, 13, 21]","[10, 21]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_IRO.csv,IRO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
265,threshold_strategy,gtest_frequency,"[8, 21]","[10, 21]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_IRO.csv,IRO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
266,time_series_strategy,cpd_frequency_delta,"[11, 24]","[12, 24]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_lp.csv,lp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
267,time_series_strategy,cpd_prob_freq_delta,"[11, 24]","[12, 24]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_lp.csv,lp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
268,time_series_strategy,cramersv_frequency,"[11, 24]","[12, 24]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_lp.csv,lp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
269,threshold_strategy,cramersv_frequency,"[7, 24]","[12, 24]",1.0,5.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_lp.csv,lp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
270,time_series_strategy,cpd_average_time_delta,"[8, 13, 24]","[12, 24]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_lp.csv,lp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
271,time_series_strategy,cpd_time_std_delta,"[8, 13, 24]","[12, 24]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_lp.csv,lp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
272,threshold_strategy,gtest_frequency,"[8, 24]","[12, 24]",1.0,4.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_lp.csv,lp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
273,time_series_strategy,cpd_frequency_delta,"[11, 24]","[12, 24]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_OIR.csv,OIR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
274,time_series_strategy,cpd_prob_freq_delta,"[11, 24]","[12, 24]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_OIR.csv,OIR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
275,time_series_strategy,cramersv_frequency,"[10, 24]","[12, 24]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_OIR.csv,OIR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
276,threshold_strategy,cramersv_frequency,"[7, 24]","[12, 24]",1.0,5.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_OIR.csv,OIR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
277,time_series_strategy,cpd_average_time_delta,"[8, 13, 24]","[12, 24]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_OIR.csv,OIR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
278,time_series_strategy,cpd_time_std_delta,"[8, 13, 24]","[12, 24]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_OIR.csv,OIR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
279,threshold_strategy,gtest_frequency,"[7, 24]","[12, 24]",1.0,5.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_OIR.csv,OIR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
280,time_series_strategy,cpd_frequency_delta,"[11, 19]","[9, 19]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_pm.csv,pm,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
281,time_series_strategy,cpd_prob_freq_delta,"[12, 19]","[9, 19]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_pm.csv,pm,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
282,time_series_strategy,cramersv_frequency,"[11, 19]","[9, 19]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_pm.csv,pm,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
283,threshold_strategy,cramersv_frequency,"[8, 19]","[9, 19]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_pm.csv,pm,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
284,time_series_strategy,cpd_average_time_delta,"[8, 13, 19]","[9, 19]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_pm.csv,pm,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
285,time_series_strategy,cpd_time_std_delta,"[8, 13, 19]","[9, 19]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_pm.csv,pm,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
286,threshold_strategy,gtest_frequency,"[8, 19]","[9, 19]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_pm.csv,pm,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
287,time_series_strategy,cpd_frequency_delta,"[14, 20]","[10, 20]",1.0,4.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_RIO.csv,RIO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
288,time_series_strategy,cpd_prob_freq_delta,"[13, 20]","[10, 20]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_RIO.csv,RIO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
289,time_series_strategy,cramersv_frequency,"[13, 20]","[10, 20]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_RIO.csv,RIO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
290,threshold_strategy,cramersv_frequency,"[12, 20]","[10, 20]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_RIO.csv,RIO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
291,time_series_strategy,cpd_average_time_delta,"[9, 14, 20]","[10, 20]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_RIO.csv,RIO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
292,time_series_strategy,cpd_time_std_delta,"[10, 20]","[10, 20]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_RIO.csv,RIO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
293,threshold_strategy,gtest_frequency,"[12, 20]","[10, 20]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_RIO.csv,RIO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
294,time_series_strategy,cpd_frequency_delta,"[11, 19]","[9, 19]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_rp.csv,rp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
295,time_series_strategy,cpd_prob_freq_delta,"[12, 19]","[9, 19]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_rp.csv,rp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
296,time_series_strategy,cramersv_frequency,"[11, 19]","[9, 19]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_rp.csv,rp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
297,threshold_strategy,cramersv_frequency,"[9, 19]","[9, 19]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_rp.csv,rp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
298,time_series_strategy,cpd_average_time_delta,"[9, 14, 19]","[9, 19]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_rp.csv,rp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
299,time_series_strategy,cpd_time_std_delta,"[9, 14, 19]","[9, 19]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_rp.csv,rp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
300,threshold_strategy,gtest_frequency,"[9, 19]","[9, 19]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_rp.csv,rp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
301,time_series_strategy,cpd_frequency_delta,"[11, 19]","[9, 19]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_sw.csv,sw,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
302,time_series_strategy,cpd_prob_freq_delta,"[12, 19]","[9, 19]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_sw.csv,sw,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
303,time_series_strategy,cramersv_frequency,"[11, 19]","[9, 19]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_sw.csv,sw,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
304,threshold_strategy,cramersv_frequency,"[9, 19]","[9, 19]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_sw.csv,sw,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
305,time_series_strategy,cpd_average_time_delta,"[9, 14, 19]","[9, 19]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_sw.csv,sw,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
306,time_series_strategy,cpd_time_std_delta,"[9, 14, 19]","[9, 19]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_sw.csv,sw,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
307,threshold_strategy,gtest_frequency,"[9, 19]","[9, 19]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_500_sw.csv,sw,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
308,time_series_strategy,cpd_frequency_delta,"[11, 29, 35, 40]","[20, 40]",0.0,11.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_cd.csv,cd,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
309,time_series_strategy,cpd_prob_freq_delta,"[10, 15, 35, 40]","[20, 40]",0.5,10.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise15_1000_cd.csv,cd,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
